ID_transcript	ID_gene	Max_median_expression
ENST00000579467.1	ENSG00000263847.1	0.92
ENST00000581563.1	ENSG00000263849.1	0.0
ENST00000584140.1	ENSG00000263857.1	0.0
ENST00000584126.1	ENSG00000263858.1	0.0
ENST00000579981.1	ENSG00000263859.1	0.46
ENST00000579378.1	ENSG00000263860.1	1.08
ENST00000579313.1	ENSG00000263861.1	0.0
ENST00000578367.1	ENSG00000263862.1	0.55
ENST00000581632.1	ENSG00000263863.1	0.0
ENST00000579654.1	ENSG00000263870.1	0.0
ENST00000577763.1	ENSG00000263872.1	0.0
ENST00000578216.1	ENSG00000263873.1	40.08
ENST00000583195.2	ENSG00000263874.2	7.005
ENST00000582054.1	ENSG00000263878.1	0.72
ENST00000581415.1	ENSG00000263881.1	0.0
ENST00000577467.2	ENSG00000263882.2	0.0
ENST00000580496.1	ENSG00000263883.1	0.51
ENST00000581677.1	ENSG00000263884.1	1.73
ENST00000581751.1	ENSG00000263885.1	0.0
ENST00000582394.1	ENSG00000263887.6	0.0
ENST00000602493.5	ENSG00000263887.6	0.08
ENST00000581299.1	ENSG00000263890.1	0.0
ENST00000578933.3	ENSG00000263892.3	0.0
ENST00000584975.2	ENSG00000263893.2	0.65
ENST00000584674.1	ENSG00000263894.1	0.0
ENST00000583579.1	ENSG00000263895.1	0.0
ENST00000585099.1	ENSG00000263897.1	0.0
ENST00000581134.1	ENSG00000263904.1	0.0
ENST00000584742.2	ENSG00000263905.2	0.34
ENST00000584654.1	ENSG00000263908.1	0.0
ENST00000577717.1	ENSG00000263909.1	0.0
ENST00000577438.1	ENSG00000263914.1	0.0
ENST00000580150.1	ENSG00000263916.1	0.29
ENST00000583184.1	ENSG00000263917.1	4.65
ENST00000584160.1	ENSG00000263918.1	0.0
ENST00000583654.1	ENSG00000263923.1	0.08
ENST00000582269.1	ENSG00000263924.1	0.0
ENST00000579627.1	ENSG00000263926.1	0.0
ENST00000584360.1	ENSG00000263932.1	0.0
ENST00000584923.1	ENSG00000263934.4	9.37
ENST00000620232.1	ENSG00000263934.4	413.4
ENST00000625876.1	ENSG00000263934.4	1.18
ENST00000579772.1	ENSG00000263935.1	0.14
ENST00000582080.1	ENSG00000263938.1	0.26
ENST00000582762.2	ENSG00000263940.2	0.0
ENST00000580514.2	ENSG00000263941.2	1.64
ENST00000584418.2	ENSG00000263944.2	0.0
ENST00000582739.1	ENSG00000263945.1	0.0
ENST00000579603.1	ENSG00000263946.1	0.0
ENST00000583797.1	ENSG00000263946.1	7.94
ENST00000579321.5	ENSG00000263952.5	0.0
ENST00000584321.1	ENSG00000263952.5	0.0
ENST00000579959.2	ENSG00000263955.2	0.0
ENST00000613531.1	ENSG00000263956.6	0.0
ENST00000614015.4	ENSG00000263956.6	1.49
ENST00000614506.4	ENSG00000263956.6	0.93
ENST00000614785.4	ENSG00000263956.6	10.6
ENST00000615281.4	ENSG00000263956.6	1.76
ENST00000578967.1	ENSG00000263958.1	3.365
ENST00000580564.1	ENSG00000263958.1	0.54
ENST00000331555.9	ENSG00000263961.6	3.32
ENST00000577298.1	ENSG00000263961.6	1.04
ENST00000582070.3	ENSG00000263961.6	3.63
ENST00000582596.5	ENSG00000263961.6	4.07
ENST00000582619.1	ENSG00000263961.6	2.14
ENST00000584198.2	ENSG00000263961.6	1.4
ENST00000585172.2	ENSG00000263961.6	2.97
ENST00000603378.5	ENSG00000263961.6	0.67
ENST00000603488.5	ENSG00000263961.6	1.03
ENST00000604112.1	ENSG00000263961.6	1.76
ENST00000604113.1	ENSG00000263961.6	1.86
ENST00000580862.1	ENSG00000263963.1	0.0
ENST00000578671.1	ENSG00000263964.1	0.0
ENST00000583807.1	ENSG00000263967.1	0.0
ENST00000577658.2	ENSG00000263968.2	3.59
ENST00000579533.2	ENSG00000263969.2	0.39
ENST00000579805.1	ENSG00000263970.1	5.29
ENST00000583319.1	ENSG00000263972.1	0.0
ENST00000585040.1	ENSG00000263973.1	0.0
ENST00000584223.2	ENSG00000263974.2	0.0
ENST00000582767.1	ENSG00000263976.1	0.0
ENST00000584834.1	ENSG00000263978.1	0.0
ENST00000583126.1	ENSG00000263979.1	0.0
ENST00000579870.1	ENSG00000263981.1	0.0
ENST00000583287.1	ENSG00000263982.1	0.42
ENST00000580962.1	ENSG00000263986.1	41.7
ENST00000577643.1	ENSG00000263987.1	0.0
ENST00000487345.3	ENSG00000263988.2	0.0
ENST00000584065.2	ENSG00000263989.2	0.0
ENST00000583236.1	ENSG00000263990.1	4.34
ENST00000579130.2	ENSG00000263993.2	0.0
ENST00000579786.2	ENSG00000263999.2	0.0
ENST00000578391.1	ENSG00000264000.1	0.12
ENST00000584271.2	ENSG00000264002.2	0.0
ENST00000584656.1	ENSG00000264004.1	0.0
ENST00000583321.1	ENSG00000264005.1	0.0
ENST00000578467.2	ENSG00000264006.6	2.2
ENST00000584929.6	ENSG00000264006.6	1.44
ENST00000582367.1	ENSG00000264007.1	1.17
ENST00000580105.1	ENSG00000264010.1	0.0
ENST00000578504.1	ENSG00000264012.1	1.18
ENST00000582157.1	ENSG00000264013.1	0.0
ENST00000581187.1	ENSG00000264014.1	0.0
ENST00000583629.1	ENSG00000264015.1	0.07
ENST00000579367.1	ENSG00000264016.2	2.9299999999999997
ENST00000579529.2	ENSG00000264016.2	2.6
ENST00000580171.2	ENSG00000264017.2	0.55
ENST00000580372.1	ENSG00000264019.1	10.024999999999999
ENST00000582142.1	ENSG00000264019.1	5.055
ENST00000582990.1	ENSG00000264023.1	0.73
ENST00000581070.2	ENSG00000264024.2	0.0
ENST00000577573.1	ENSG00000264026.1	1.3
ENST00000577604.2	ENSG00000264028.2	0.0
ENST00000583209.1	ENSG00000264029.1	0.0
ENST00000582099.2	ENSG00000264030.2	0.0
ENST00000581474.1	ENSG00000264031.1	3.045
ENST00000581087.1	ENSG00000264032.1	0.0
ENST00000583190.2	ENSG00000264036.2	0.0
ENST00000582069.1	ENSG00000264037.1	0.0
ENST00000580252.1	ENSG00000264040.1	0.0
ENST00000577235.2	ENSG00000264041.2	0.0
ENST00000577814.1	ENSG00000264044.1	4.02
ENST00000583787.1	ENSG00000264044.1	3.98
ENST00000580629.2	ENSG00000264047.2	0.0
ENST00000583979.1	ENSG00000264049.1	0.0
ENST00000580309.1	ENSG00000264050.1	0.0
ENST00000579952.1	ENSG00000264054.1	0.0
ENST00000579080.1	ENSG00000264056.1	0.0
ENST00000579873.1	ENSG00000264057.1	1.1
ENST00000583052.1	ENSG00000264057.1	9.94
ENST00000585187.1	ENSG00000264057.1	1.01
ENST00000476049.1	ENSG00000264058.1	0.82
ENST00000579394.1	ENSG00000264060.1	0.0
ENST00000582820.1	ENSG00000264061.1	0.0
ENST00000577708.1	ENSG00000264063.1	0.0
ENST00000582320.2	ENSG00000264066.6	0.06
ENST00000577743.1	ENSG00000264067.1	1.13
ENST00000585069.3	ENSG00000264069.3	0.0
ENST00000580842.1	ENSG00000264070.1	5.64
ENST00000578464.2	ENSG00000264071.2	0.0
ENST00000579413.1	ENSG00000264072.1	0.0
ENST00000582434.1	ENSG00000264073.1	0.0
ENST00000580343.1	ENSG00000264075.1	0.0
ENST00000581333.1	ENSG00000264078.1	0.33
ENST00000583827.1	ENSG00000264080.1	0.08
ENST00000584125.1	ENSG00000264083.1	0.5
ENST00000580619.1	ENSG00000264084.1	0.0
ENST00000580089.1	ENSG00000264089.1	0.0
ENST00000578142.1	ENSG00000264090.1	0.0
ENST00000583485.2	ENSG00000264092.2	0.0
ENST00000582714.1	ENSG00000264093.1	0.0
ENST00000583015.1	ENSG00000264099.1	0.0
ENST00000582517.1	ENSG00000264101.1	0.0
ENST00000577966.1	ENSG00000264102.1	0.0
ENST00000578727.1	ENSG00000264104.1	0.0
ENST00000583455.1	ENSG00000264105.1	0.0
ENST00000583377.1	ENSG00000264107.1	1.45
ENST00000579775.1	ENSG00000264108.1	0.0
ENST00000581016.1	ENSG00000264110.1	0.0
ENST00000577267.1	ENSG00000264112.1	3.72
ENST00000582096.1	ENSG00000264112.1	9.19
ENST00000585065.1	ENSG00000264112.1	7.34
ENST00000577319.2	ENSG00000264113.2	0.0
ENST00000582223.1	ENSG00000264115.1	0.0
ENST00000578340.4	ENSG00000264116.4	2.13
ENST00000579386.2	ENSG00000264116.4	0.23
ENST00000584182.1	ENSG00000264119.1	0.0
ENST00000581633.1	ENSG00000264125.1	1.2149999999999999
ENST00000584511.1	ENSG00000264127.1	2.09
ENST00000582127.2	ENSG00000264128.2	0.0
ENST00000578545.1	ENSG00000264131.1	0.0
ENST00000580187.1	ENSG00000264136.1	0.0
ENST00000582737.1	ENSG00000264138.1	0.0
ENST00000581025.1	ENSG00000264139.1	0.0
ENST00000583386.1	ENSG00000264141.1	0.0
ENST00000582255.2	ENSG00000264145.2	0.0
ENST00000585289.1	ENSG00000264148.1	5.69
ENST00000583436.1	ENSG00000264149.1	0.13
ENST00000579765.1	ENSG00000264150.1	0.0
ENST00000580699.1	ENSG00000264151.5	3.87
ENST00000580883.1	ENSG00000264151.5	0.09
ENST00000582108.1	ENSG00000264151.5	0.0
ENST00000582893.1	ENSG00000264151.5	1.27
ENST00000584546.5	ENSG00000264151.5	6.4
ENST00000583925.3	ENSG00000264157.3	0.0
ENST00000583240.1	ENSG00000264158.1	0.0
ENST00000585261.1	ENSG00000264160.1	0.0
ENST00000581772.1	ENSG00000264163.1	0.0
ENST00000358484.4	ENSG00000264164.1	0.85
ENST00000584248.1	ENSG00000264164.1	0.93
ENST00000583598.1	ENSG00000264167.1	0.0
ENST00000579262.1	ENSG00000264168.2	0.0
ENST00000578793.2	ENSG00000264169.2	0.0
ENST00000583252.1	ENSG00000264171.1	0.0
ENST00000582370.1	ENSG00000264172.1	0.0
ENST00000577556.1	ENSG00000264174.1	0.69
ENST00000578735.1	ENSG00000264175.1	0.0
ENST00000580926.1	ENSG00000264176.1	3.77
ENST00000584384.1	ENSG00000264176.1	2.17
ENST00000579352.1	ENSG00000264177.1	3.98
ENST00000584430.1	ENSG00000264179.1	0.0
ENST00000583992.1	ENSG00000264186.1	0.0
ENST00000427497.3	ENSG00000264187.1	1.4
ENST00000584148.1	ENSG00000264188.1	0.46
ENST00000582646.1	ENSG00000264189.1	0.0
ENST00000580765.1	ENSG00000264192.1	0.0
ENST00000583887.1	ENSG00000264193.1	0.0
ENST00000583916.1	ENSG00000264196.1	0.0
ENST00000578405.1	ENSG00000264200.1	0.0
ENST00000583094.1	ENSG00000264201.1	0.0
ENST00000582299.2	ENSG00000264204.2	9.4
ENST00000577853.1	ENSG00000264207.1	7.22
ENST00000579628.1	ENSG00000264210.1	0.0
ENST00000581627.1	ENSG00000264211.1	0.0
ENST00000579833.1	ENSG00000264212.1	0.41
ENST00000578585.1	ENSG00000264215.1	0.11
ENST00000580780.1	ENSG00000264216.1	0.42
ENST00000584631.2	ENSG00000264217.2	0.0
ENST00000577639.1	ENSG00000264226.1	0.0
ENST00000580972.1	ENSG00000264229.1	0.0
ENST00000584982.7	ENSG00000264230.7	4.6899999999999995
ENST00000611655.1	ENSG00000264230.7	2.27
ENST00000613703.4	ENSG00000264230.7	64.66
ENST00000614356.1	ENSG00000264230.7	1.79
ENST00000616785.1	ENSG00000264230.7	0.08
ENST00000619162.4	ENSG00000264230.7	47.56
ENST00000620353.1	ENSG00000264230.7	10.99
ENST00000622769.4	ENSG00000264230.7	2.6
ENST00000582028.1	ENSG00000264232.1	0.3
ENST00000582112.1	ENSG00000264233.1	0.0
ENST00000578800.5	ENSG00000264235.5	6.17
ENST00000581905.1	ENSG00000264235.5	29.63
ENST00000584419.1	ENSG00000264236.1	0.09
ENST00000579660.1	ENSG00000264240.1	0.0
ENST00000578471.2	ENSG00000264242.2	17.24
ENST00000581213.1	ENSG00000264243.1	0.0
ENST00000581610.1	ENSG00000264245.1	0.0
ENST00000582863.1	ENSG00000264246.1	0.0
ENST00000577806.1	ENSG00000264247.1	1.21
ENST00000580048.1	ENSG00000264247.1	5.02
ENST00000581192.1	ENSG00000264247.1	0.65
ENST00000585279.1	ENSG00000264247.1	4.09
ENST00000577566.1	ENSG00000264249.1	0.0
ENST00000579920.2	ENSG00000264250.2	0.0
ENST00000581896.2	ENSG00000264251.2	0.0
ENST00000579113.1	ENSG00000264254.1	0.0
ENST00000580853.1	ENSG00000264257.1	0.0
ENST00000581750.1	ENSG00000264260.1	0.38
ENST00000582507.1	ENSG00000264262.1	1.35
ENST00000582064.1	ENSG00000264263.1	1.15
ENST00000579492.1	ENSG00000264265.1	3.29
ENST00000585009.1	ENSG00000264266.1	0.0
ENST00000582827.1	ENSG00000264268.1	0.0
ENST00000584252.1	ENSG00000264269.1	0.275
ENST00000582093.1	ENSG00000264270.1	0.0
ENST00000585020.1	ENSG00000264270.1	0.86
ENST00000585186.2	ENSG00000264271.2	0.0
ENST00000583018.1	ENSG00000264272.1	16.46
ENST00000577360.1	ENSG00000264273.1	0.14
ENST00000578951.1	ENSG00000264274.1	0.0
ENST00000581238.1	ENSG00000264275.1	0.0
ENST00000585258.1	ENSG00000264278.1	0.93
ENST00000583954.1	ENSG00000264279.1	0.0
ENST00000582508.1	ENSG00000264281.3	0.0
ENST00000582071.1	ENSG00000264289.1	0.0
ENST00000579050.1	ENSG00000264290.1	2.6
ENST00000584559.1	ENSG00000264292.1	0.0
ENST00000582431.2	ENSG00000264293.2	1.2
ENST00000581525.1	ENSG00000264294.1	0.0
ENST00000585192.1	ENSG00000264295.1	0.0
ENST00000578241.1	ENSG00000264296.1	0.23
ENST00000581329.2	ENSG00000264297.2	0.0
ENST00000582184.1	ENSG00000264300.1	1.44
ENST00000583346.1	ENSG00000264300.1	1.07
ENST00000580867.1	ENSG00000264301.1	1.92
ENST00000581211.1	ENSG00000264301.1	0.55
ENST00000579673.1	ENSG00000264304.1	0.75
ENST00000578534.1	ENSG00000264309.1	0.0
ENST00000578567.1	ENSG00000264311.1	0.0
ENST00000577919.2	ENSG00000264313.2	0.0
ENST00000578714.1	ENSG00000264314.1	0.0
ENST00000580106.1	ENSG00000264315.1	0.05
ENST00000577757.1	ENSG00000264316.1	0.0
ENST00000578043.2	ENSG00000264317.2	0.0
ENST00000582704.1	ENSG00000264319.1	0.0
ENST00000475566.3	ENSG00000264322.2	0.0
ENST00000451608.2	ENSG00000264324.1	0.64
ENST00000577504.1	ENSG00000264330.1	0.0
ENST00000579480.1	ENSG00000264334.1	0.25
ENST00000579595.1	ENSG00000264339.1	0.03
ENST00000583702.1	ENSG00000264340.1	0.0
ENST00000579887.1	ENSG00000264341.1	0.0
ENST00000584845.3	ENSG00000264342.3	0.0
ENST00000362074.7	ENSG00000264343.5	42.12
ENST00000479995.2	ENSG00000264343.5	0.0
ENST00000578207.5	ENSG00000264343.5	3.15
ENST00000579793.6	ENSG00000264343.5	3.38
ENST00000580984.1	ENSG00000264345.1	0.52
ENST00000582697.1	ENSG00000264345.1	0.0
ENST00000578179.1	ENSG00000264346.1	0.0
ENST00000580920.1	ENSG00000264349.1	0.0
ENST00000580909.1	ENSG00000264350.1	4.26
ENST00000578326.2	ENSG00000264352.2	0.0
ENST00000579433.1	ENSG00000264354.1	0.0
ENST00000580107.1	ENSG00000264357.1	0.0
ENST00000577243.1	ENSG00000264358.1	0.0
ENST00000580004.1	ENSG00000264359.1	0.91
ENST00000579991.2	ENSG00000264364.2	49.845
ENST00000579347.1	ENSG00000264365.1	0.09
ENST00000579927.1	ENSG00000264370.1	0.0
ENST00000580572.1	ENSG00000264371.1	0.0
ENST00000584353.1	ENSG00000264373.1	0.0
ENST00000583284.1	ENSG00000264377.1	0.0
ENST00000579995.1	ENSG00000264379.1	0.0
ENST00000582918.2	ENSG00000264384.2	60.52
ENST00000581077.1	ENSG00000264386.1	0.0
ENST00000583098.1	ENSG00000264387.1	0.0
ENST00000580637.1	ENSG00000264388.1	0.0
ENST00000583434.1	ENSG00000264390.1	0.0
ENST00000577964.2	ENSG00000264391.2	0.0
ENST00000578262.1	ENSG00000264395.1	0.0
ENST00000583743.1	ENSG00000264397.1	0.0
ENST00000581591.1	ENSG00000264399.1	0.0
ENST00000584748.2	ENSG00000264400.2	0.0
ENST00000578416.1	ENSG00000264402.1	0.0
ENST00000582385.2	ENSG00000264404.2	0.05
ENST00000582543.2	ENSG00000264404.2	2.17
ENST00000577744.1	ENSG00000264405.1	0.0
ENST00000584739.1	ENSG00000264406.1	0.0
ENST00000583453.1	ENSG00000264408.1	0.0
ENST00000585049.1	ENSG00000264419.1	0.0
ENST00000583452.1	ENSG00000264421.1	1.31
ENST00000580931.1	ENSG00000264422.1	1.39
ENST00000581254.2	ENSG00000264423.2	0.0
ENST00000255381.2	ENSG00000264424.1	0.2
ENST00000585107.1	ENSG00000264425.1	0.0
ENST00000582960.1	ENSG00000264426.1	0.0
ENST00000578566.1	ENSG00000264429.1	0.0
ENST00000580697.1	ENSG00000264431.1	0.04
ENST00000580645.2	ENSG00000264434.2	0.4
ENST00000581995.1	ENSG00000264435.1	0.0
ENST00000577943.2	ENSG00000264438.2	0.0
ENST00000577528.1	ENSG00000264443.1	0.71
ENST00000577676.1	ENSG00000264444.1	0.0
ENST00000607097.1	ENSG00000264448.5	2.31
ENST00000577694.1	ENSG00000264449.5	0.0
ENST00000580845.5	ENSG00000264449.5	0.45
ENST00000582939.1	ENSG00000264449.5	0.71
ENST00000579972.1	ENSG00000264451.1	0.43
ENST00000583496.1	ENSG00000264452.1	0.0
ENST00000580979.1	ENSG00000264456.1	3.07
ENST00000582272.1	ENSG00000264458.1	0.62
ENST00000581792.1	ENSG00000264462.1	0.0
ENST00000582983.1	ENSG00000264464.1	0.43
ENST00000582609.1	ENSG00000264468.1	0.0
ENST00000582305.1	ENSG00000264470.1	0.0
ENST00000579678.2	ENSG00000264472.4	0.0
ENST00000584226.4	ENSG00000264472.4	0.0
ENST00000579503.1	ENSG00000264474.1	0.0
ENST00000581502.1	ENSG00000264475.1	0.0
ENST00000584864.1	ENSG00000264477.1	0.0
ENST00000580728.1	ENSG00000264480.1	0.0
ENST00000577547.1	ENSG00000264482.1	0.0
ENST00000584300.1	ENSG00000264483.1	0.0
ENST00000582484.2	ENSG00000264484.2	0.0
ENST00000578466.1	ENSG00000264486.1	0.02
ENST00000582101.1	ENSG00000264488.1	0.58
ENST00000583223.1	ENSG00000264490.3	0.77
ENST00000584277.1	ENSG00000264491.1	0.0
ENST00000584380.1	ENSG00000264493.1	0.0
ENST00000581927.1	ENSG00000264494.1	0.0
ENST00000448026.3	ENSG00000264497.1	0.0
ENST00000582636.1	ENSG00000264500.1	0.0
ENST00000584329.2	ENSG00000264501.2	24.7
ENST00000582221.1	ENSG00000264503.1	0.0
ENST00000578455.1	ENSG00000264511.1	0.0
ENST00000582551.2	ENSG00000264512.2	0.0
ENST00000582889.1	ENSG00000264513.1	0.14
ENST00000580756.1	ENSG00000264514.1	0.0
ENST00000577849.1	ENSG00000264515.5	0.23
ENST00000582581.5	ENSG00000264515.5	0.415
ENST00000582123.2	ENSG00000264519.2	0.0
ENST00000583191.1	ENSG00000264520.1	0.41
ENST00000417191.2	ENSG00000264522.5	8.03
ENST00000581312.5	ENSG00000264522.5	20.65
ENST00000619871.1	ENSG00000264522.5	1.56
ENST00000577635.1	ENSG00000264525.1	0.0
ENST00000578523.1	ENSG00000264529.1	0.14
ENST00000583862.2	ENSG00000264530.2	0.0
ENST00000578876.3	ENSG00000264534.3	0.0
ENST00000579841.1	ENSG00000264536.1	0.0
ENST00000497969.6	ENSG00000264538.6	2.82
ENST00000578070.5	ENSG00000264538.6	2.74
ENST00000578195.6	ENSG00000264538.6	17.41
ENST00000579526.5	ENSG00000264538.6	4.68
ENST00000582329.1	ENSG00000264538.6	0.99
ENST00000582557.5	ENSG00000264538.6	6.29
ENST00000583950.1	ENSG00000264538.6	3.64
ENST00000582191.1	ENSG00000264539.1	0.0
ENST00000582502.2	ENSG00000264540.2	0.0
ENST00000404796.2	ENSG00000264545.1	0.0
ENST00000583426.1	ENSG00000264546.1	0.05
ENST00000581303.1	ENSG00000264548.1	1.78
ENST00000579879.1	ENSG00000264549.1	0.0
ENST00000581735.1	ENSG00000264553.1	0.0
ENST00000583259.2	ENSG00000264554.2	0.0
ENST00000578482.1	ENSG00000264558.1	39.77
ENST00000581818.1	ENSG00000264559.1	0.0
ENST00000583878.1	ENSG00000264562.1	0.43
ENST00000584064.1	ENSG00000264563.1	0.0
ENST00000581715.1	ENSG00000264564.1	0.0
ENST00000579846.3	ENSG00000264566.3	0.0
ENST00000582558.1	ENSG00000264569.1	1.73
ENST00000584705.1	ENSG00000264569.1	2.865
ENST00000580193.1	ENSG00000264570.1	0.08
ENST00000578110.1	ENSG00000264571.1	0.0
ENST00000581038.1	ENSG00000264572.1	0.0
ENST00000582825.2	ENSG00000264573.2	1.975
ENST00000579553.1	ENSG00000264574.1	0.0
ENST00000581067.1	ENSG00000264575.1	4.69
ENST00000582718.1	ENSG00000264577.1	5.45
ENST00000581909.1	ENSG00000264578.1	3.93
ENST00000579137.1	ENSG00000264580.1	0.0
ENST00000477493.3	ENSG00000264582.2	0.0
ENST00000582237.1	ENSG00000264583.1	0.0
ENST00000578365.1	ENSG00000264585.1	0.0
ENST00000581532.1	ENSG00000264587.5	0.0
ENST00000584482.5	ENSG00000264587.5	0.0
ENST00000579244.1	ENSG00000264589.2	1.1
ENST00000579599.1	ENSG00000264589.2	0.11
ENST00000581125.1	ENSG00000264589.2	18.48
ENST00000634876.1	ENSG00000264589.2	0.67
ENST00000579043.2	ENSG00000264592.2	0.0
ENST00000582755.1	ENSG00000264595.1	1.4
ENST00000584036.1	ENSG00000264596.1	0.04
ENST00000578040.1	ENSG00000264598.1	0.14
ENST00000584572.1	ENSG00000264603.1	0.0
ENST00000580810.1	ENSG00000264607.1	0.0
ENST00000582858.1	ENSG00000264608.1	8.53
ENST00000578185.1	ENSG00000264610.1	0.0
ENST00000578661.2	ENSG00000264613.2	0.0
ENST00000581890.1	ENSG00000264614.1	0.0
ENST00000585082.2	ENSG00000264615.2	0.0
ENST00000583905.1	ENSG00000264616.1	0.0
ENST00000584107.1	ENSG00000264617.1	7.88
ENST00000581157.2	ENSG00000264618.2	0.0
ENST00000578248.1	ENSG00000264621.1	0.0
ENST00000579327.1	ENSG00000264622.1	0.92
ENST00000580742.3	ENSG00000264623.3	0.0
ENST00000583421.1	ENSG00000264630.5	0.12
ENST00000584614.1	ENSG00000264630.5	0.73
ENST00000584715.5	ENSG00000264630.5	0.6
ENST00000582451.1	ENSG00000264633.1	0.0
ENST00000580622.1	ENSG00000264634.1	0.0
ENST00000581712.1	ENSG00000264635.1	0.55
ENST00000579801.1	ENSG00000264638.1	0.0
ENST00000577546.1	ENSG00000264643.1	0.0
ENST00000581937.1	ENSG00000264644.1	0.03
ENST00000584986.1	ENSG00000264647.1	1.25
ENST00000582634.1	ENSG00000264653.1	0.0
ENST00000583752.1	ENSG00000264655.1	0.21
ENST00000584270.1	ENSG00000264657.1	0.0
ENST00000578126.1	ENSG00000264658.1	0.0
ENST00000582959.1	ENSG00000264659.1	0.0
ENST00000581673.1	ENSG00000264660.2	3.91
ENST00000580767.3	ENSG00000264661.3	0.0
ENST00000580630.1	ENSG00000264662.1	0.0
ENST00000577607.1	ENSG00000264663.1	0.04
ENST00000583662.1	ENSG00000264666.1	0.73
ENST00000522452.1	ENSG00000264668.1	0.69
ENST00000578022.1	ENSG00000264672.5	1.67
ENST00000580589.5	ENSG00000264672.5	0.32
ENST00000580769.1	ENSG00000264672.5	1.63
ENST00000578710.1	ENSG00000264673.1	2.13
ENST00000581001.1	ENSG00000264675.1	0.0
ENST00000582831.2	ENSG00000264676.2	0.0
ENST00000583685.1	ENSG00000264678.1	0.0
ENST00000585225.1	ENSG00000264684.1	0.0
ENST00000584766.1	ENSG00000264685.1	0.0
ENST00000584523.1	ENSG00000264689.1	0.0
ENST00000581626.1	ENSG00000264693.1	0.0
ENST00000583122.1	ENSG00000264695.1	1.86
ENST00000583846.1	ENSG00000264697.1	0.0
ENST00000579351.1	ENSG00000264698.1	0.0
ENST00000581844.1	ENSG00000264699.1	1.81
ENST00000578239.1	ENSG00000264701.1	0.0
ENST00000579672.1	ENSG00000264703.1	0.0
ENST00000579651.1	ENSG00000264705.1	0.69
ENST00000584520.2	ENSG00000264706.2	0.0
ENST00000578427.1	ENSG00000264707.1	0.15
ENST00000577413.3	ENSG00000264712.3	0.0
ENST00000581724.1	ENSG00000264714.1	0.29
ENST00000584346.1	ENSG00000264714.1	0.04
ENST00000576178.6	ENSG00000264717.5	0.17
ENST00000613306.1	ENSG00000264717.5	0.63
ENST00000584034.3	ENSG00000264720.3	0.0
ENST00000582974.1	ENSG00000264722.1	0.0
ENST00000581095.1	ENSG00000264725.1	0.0
ENST00000577346.1	ENSG00000264727.1	2.1
ENST00000582895.1	ENSG00000264729.1	0.79
ENST00000581158.1	ENSG00000264732.1	0.0
ENST00000580978.1	ENSG00000264733.1	0.0
ENST00000580280.1	ENSG00000264734.1	1.84
ENST00000580686.1	ENSG00000264734.1	1.01
ENST00000580125.1	ENSG00000264735.1	0.06
ENST00000582658.1	ENSG00000264736.1	0.0
ENST00000582784.1	ENSG00000264737.1	0.0
ENST00000580996.1	ENSG00000264739.1	0.05
ENST00000582238.1	ENSG00000264741.1	0.0
ENST00000578053.2	ENSG00000264743.2	1.28
ENST00000581239.1	ENSG00000264744.1	0.0
ENST00000579713.1	ENSG00000264745.1	2.23
ENST00000583084.1	ENSG00000264747.1	0.0
ENST00000579100.1	ENSG00000264750.1	0.0
ENST00000577544.1	ENSG00000264754.1	0.0
ENST00000583592.1	ENSG00000264755.1	0.0
ENST00000583102.1	ENSG00000264757.1	0.0
ENST00000585290.1	ENSG00000264760.1	0.0
ENST00000585286.1	ENSG00000264763.1	0.0
ENST00000581495.1	ENSG00000264764.1	0.0
ENST00000577569.1	ENSG00000264765.1	5.44
ENST00000580912.2	ENSG00000264767.2	0.0
ENST00000580897.1	ENSG00000264769.1	0.32
ENST00000581621.1	ENSG00000264772.6	9.29
ENST00000583944.1	ENSG00000264773.1	0.0
ENST00000577627.1	ENSG00000264775.1	0.31
ENST00000581717.1	ENSG00000264781.1	0.0
ENST00000580884.1	ENSG00000264785.1	0.66
ENST00000579676.1	ENSG00000264788.1	0.0
ENST00000584547.1	ENSG00000264790.1	3.5
ENST00000577709.1	ENSG00000264791.1	0.23
ENST00000582405.1	ENSG00000264792.1	0.0
ENST00000582617.1	ENSG00000264793.1	0.0
ENST00000578736.1	ENSG00000264796.1	0.0
ENST00000584548.1	ENSG00000264800.1	0.0
ENST00000578561.1	ENSG00000264801.1	0.36
ENST00000577455.1	ENSG00000264802.1	0.0
ENST00000578683.1	ENSG00000264803.1	0.0
ENST00000577218.1	ENSG00000264808.1	1.82
ENST00000619896.1	ENSG00000264809.2	0.0
ENST00000582623.1	ENSG00000264810.1	0.0
ENST00000579993.1	ENSG00000264811.1	0.25
ENST00000579188.1	ENSG00000264812.1	0.67
ENST00000577647.2	ENSG00000264813.6	3.97
ENST00000578669.1	ENSG00000264814.1	0.0
ENST00000577829.3	ENSG00000264823.3	0.0
ENST00000577998.1	ENSG00000264824.1	0.0
ENST00000578741.1	ENSG00000264825.1	0.0
ENST00000583910.1	ENSG00000264829.1	0.47
ENST00000582256.1	ENSG00000264833.1	0.0
ENST00000580581.1	ENSG00000264834.1	0.0
ENST00000582254.1	ENSG00000264837.1	0.0
ENST00000582421.1	ENSG00000264840.1	0.0
ENST00000584167.1	ENSG00000264843.1	1.37
ENST00000579307.2	ENSG00000264845.2	0.0
ENST00000584741.1	ENSG00000264845.2	0.85
ENST00000582950.1	ENSG00000264850.1	0.0
ENST00000578539.1	ENSG00000264853.1	0.05
